year,unitid,inst_name,state_abbr,inst_control,institution_level
"2019","451820","The Art Institute of Austin","TX","Private for-profit","Four or more years"
"2019","222938","The Art Institute of Houston","TX","Private for-profit","Four or more years"
"2019","458982","The Art Institute of San Antonio","TX","Private for-profit","Four or more years"
"2019","392257","The College of Health Care Professions-Northwest","TX","Private for-profit","Four or more years"
"2019","439701","The King's University","TX","Private not-for-profit","Four or more years"
"2019","228769","The University of Texas at Arlington","TX","Public","Four or more years"
"2019","228778","The University of Texas at Austin","TX","Public","Four or more years"
"2019","228787","The University of Texas at Dallas","TX","Public","Four or more years"
"2019","228796","The University of Texas at El Paso","TX","Public","Four or more years"
"2019","229027","The University of Texas at San Antonio","TX","Public","Four or more years"
"2019","228802","The University of Texas at Tyler","TX","Public","Four or more years"
"2019","229300","The University of Texas Health Science Center at Houston","TX","Public","Four or more years"
"2019","228644","The University of Texas Health Science Center at San Antonio","TX","Public","Four or more years"
"2019","416801","The University of Texas MD Anderson Cancer Center","TX","Public","Four or more years"
"2019","228653","The University of Texas Medical Branch at Galveston","TX","Public","Four or more years"
"2019","229018","The University of Texas of the Permian Basin","TX","Public","Four or more years"
"2019","227368","The University of Texas Rio Grande Valley","TX","Public","Four or more years"
"2019","229090","The University of Texas System Office","TX","Public","Four or more years"
"2019","229267","Trinity University","TX","Private not-for-profit","Four or more years"
"2019","229355","Tyler Junior College","TX","Public","Four or more years"
"2019","224323","University of Dallas","TX","Private not-for-profit","Four or more years"
"2019","225511","University of Houston","TX","Public","Four or more years"
"2019","225414","University of Houston-Clear Lake","TX","Public","Four or more years"
"2019","225432","University of Houston-Downtown","TX","Public","Four or more years"
"2019","229407","University of Houston-System Administration","TX","Public","Four or more years"
"2019","225502","University of Houston-Victoria","TX","Public","Four or more years"
"2019","226471","University of Mary Hardin-Baylor","TX","Private not-for-profit","Four or more years"
"2019","484905","University of North Texas at Dallas","TX","Public","Four or more years"
"2019","228909","University of North Texas Health Science Center","TX","Public","Four or more years"
"2019","443711","University of North Texas System","TX","Public","Four or more years"
"2019","227216","University of North Texas","TX","Public","Four or more years"
"2019","484756","University of Phoenix-Texas","TX","Private for-profit","Four or more years"
"2019","227863","University of St Thomas","TX","Private not-for-profit","Four or more years"
"2019","485537","University of Texas Health Science Center at Tyler","TX","Public","Four or more years"
"2019","228635","University of Texas Southwestern Medical Center","TX","Public","Four or more years"
"2019","225627","University of the Incarnate Word","TX","Private not-for-profit","Four or more years"
"2019","377342","Vista College-Online","TX","Private for-profit","Four or more years"
"2019","226879","Wade College","TX","Private for-profit","Four or more years"
"2019","229780","Wayland Baptist University","TX","Private not-for-profit","Four or more years"
"2019","477039","West Coast University-Dallas","TX","Private for-profit","Four or more years"
"2019","229814","West Texas A & M University","TX","Public","Four or more years"
"2019","224679","Western Technical College","TX","Private for-profit","Four or more years"
"2019","224660","Western Technical College","TX","Private for-profit","Four or more years"
"2019","229887","Wiley College","TX","Private not-for-profit","Four or more years"
"2019","232797","American National University","VA","Private for-profit","Four or more years"
"2019","449922","Appalachian College of Pharmacy","VA","Private not-for-profit","Four or more years"
"2019","432348","Appalachian School of Law","VA","Private not-for-profit","Four or more years"
"2019","231420","Averett University","VA","Private not-for-profit","Four or more years"
"2019","449931","Averett University-Non-Traditional Programs","VA","Private not-for-profit","Four or more years"
"2019","366793","Baptist Theological Seminary at Richmond","VA","Private not-for-profit","Four or more years"
"2019","458113","Bethel College","VA","Private not-for-profit","Four or more years"
"2019","231554","Bluefield College","VA","Private not-for-profit","Four or more years"
"2019","233356","Bon Secours Memorial College of Nursing","VA","Private not-for-profit","Four or more years"
"2019","231581","Bridgewater College","VA","Private not-for-profit","Four or more years"
"2019","459107","Bryant & Stratton College-Hampton","VA","Private for-profit","Four or more years"
"2019","231828","Bryant & Stratton College-Richmond","VA","Private for-profit","Four or more years"
"2019","231785","Bryant & Stratton College-Virginia Beach","VA","Private for-profit","Four or more years"
"2019","232618","Centra College of Nursing","VA","Private not-for-profit","Four or more years"
"2019","420024","Centura College-Chesapeake","VA","Private for-profit","Four or more years"
"2019","232016","Centura College-Virginia Beach","VA","Private for-profit","Four or more years"
"2019","460871","Chamberlain University-Virginia","VA","Private for-profit","Four or more years"
"2019","231712","Christopher Newport University","VA","Public","Four or more years"
"2019","482653","DeVry University-Virginia","VA","Private for-profit","Four or more years"
"2019","445869","Divine Mercy University","VA","Private not-for-profit","Four or more years"
"2019","232043","Eastern Mennonite University","VA","Private not-for-profit","Four or more years"
"2019","231970","Eastern Virginia Medical School","VA","Public","Four or more years"
"2019","248934","ECPI University","VA","Private for-profit","Four or more years"
"2019","442806","Edward Via College of Osteopathic Medicine","VA","Private not-for-profit","Four or more years"
"2019","232025","Emory & Henry College","VA","Private not-for-profit","Four or more years"
"2019","460376","Fairfax University of America","VA","Private not-for-profit","Four or more years"
"2019","232089","Ferrum College","VA","Private not-for-profit","Four or more years"
"2019","232186","George Mason University","VA","Public","Four or more years"
"2019","232256","Hampden-Sydney College","VA","Private not-for-profit","Four or more years"
"2019","232265","Hampton University","VA","Private not-for-profit","Four or more years"
"2019","232308","Hollins University","VA","Private not-for-profit","Four or more years"
"2019","483780","IGlobal University","VA","Private for-profit","Four or more years"
"2019","232423","James Madison University","VA","Public","Four or more years"
"2019","232557","Liberty University","VA","Private not-for-profit","Four or more years"
"2019","232566","Longwood University","VA","Public","Four or more years"
"2019","232672","Mary Baldwin University","VA","Private not-for-profit","Four or more years"
"2019","232706","Marymount University","VA","Private not-for-profit","Four or more years"
"2019","232937","Norfolk State University","VA","Public","Four or more years"
"2019","232982","Old Dominion University","VA","Public","Four or more years"
"2019","451927","Patrick Henry College","VA","Private not-for-profit","Four or more years"
"2019","233277","Radford University","VA","Public","Four or more years"
"2019","231837","Radford University-Carilion","VA","Public","Four or more years"
"2019","233301","Randolph College","VA","Private not-for-profit","Four or more years"
"2019","233295","Randolph-Macon College","VA","Private not-for-profit","Four or more years"
"2019","231651","Regent University","VA","Private not-for-profit","Four or more years"
"2019","233426","Roanoke College","VA","Private not-for-profit","Four or more years"
"2019","232885","Sentara College of Health Sciences","VA","Private not-for-profit","Four or more years"
"2019","233541","Shenandoah University","VA","Private not-for-profit","Four or more years"
"2019","459259","South University-Richmond","VA","Private for-profit","Four or more years"
"2019","459268","South University-Virginia Beach","VA","Private for-profit","Four or more years"
"2019","233611","Southern Virginia University","VA","Private not-for-profit","Four or more years"
"2019","438498","Stratford University","VA","Private for-profit","Four or more years"
"2019","233684","Strayer University-Virginia","VA","Private for-profit","Four or more years"
"2019","233718","Sweet Briar College","VA","Private not-for-profit","Four or more years"
"2019","458496","The Art Institute of Virginia Beach","VA","Private for-profit","Four or more years"
"2019","233897","The University of Virginia's College at Wise","VA","Public","Four or more years"
"2019","233842","Union Presbyterian Seminary","VA","Private not-for-profit","Four or more years"
"2019","232609","University of Lynchburg","VA","Private not-for-profit","Four or more years"
"2019","437097","University of Management and Technology","VA","Private for-profit","Four or more years"
"2019","232681","University of Mary Washington","VA","Public","Four or more years"
"2019","484765","University of Phoenix-Virginia","VA","Private for-profit","Four or more years"
"2019","233374","University of Richmond","VA","Private not-for-profit","Four or more years"
"2019","442639","University of the Potomac-VA Campus","VA","Private for-profit","Four or more years"
"2019","234076","University of Virginia-Main Campus","VA","Public","Four or more years"
"2019","449834","Virginia Beach Theological Seminary","VA","Private not-for-profit","Four or more years"
"2019","234030","Virginia Commonwealth University","VA","Public","Four or more years"
"2019","234085","Virginia Military Institute","VA","Public","Four or more years"
"2019","459082","Virginia Polytechnic Institute & State University","VA","Public","Four or more years"
"2019","233921","Virginia Polytechnic Institute and State University","VA","Public","Four or more years"
"2019","234155","Virginia State University","VA","Public","Four or more years"
"2019","234164","Virginia Union University","VA","Private not-for-profit","Four or more years"
"2019","490106","Virginia University of Integrative Medicine","VA","Private not-for-profit","Four or more years"
"2019","234137","Virginia University of Lynchburg","VA","Private not-for-profit","Four or more years"
"2019","234173","Virginia Wesleyan University","VA","Private not-for-profit","Four or more years"
"2019","234207","Washington and Lee University","VA","Private not-for-profit","Four or more years"
"2019","231624","William & Mary","VA","Public","Four or more years"
"2019","245883","Antioch University-Seattle","WA","Private not-for-profit","Four or more years"
"2019","235547","Bastyr University","WA","Private not-for-profit","Four or more years"
"2019","234669","Bellevue College","WA","Public","Four or more years"
"2019","234696","Bellingham Technical College","WA","Public","Four or more years"
"2019","439190","Cascadia College","WA","Public","Four or more years"
"2019","234827","Central Washington University","WA","Public","Four or more years"
"2019","234845","Centralia College","WA","Public","Four or more years"
"2019","102845","Charter College","WA","Private for-profit","Four or more years"
"2019","234915","City University of Seattle","WA","Private not-for-profit","Four or more years"
"2019","234933","Clark College","WA","Public","Four or more years"
"2019","234951","Clover Park Technical College","WA","Public","Four or more years"
"2019","234979","Columbia Basin College","WA","Public","Four or more years"
"2019","235024","Cornish College of the Arts","WA","Private not-for-profit","Four or more years"
"2019","443410","DigiPen Institute of Technology","WA","Private for-profit","Four or more years"
"2019","235097","Eastern Washington University","WA","Public","Four or more years"
"2019","235103","Edmonds Community College","WA","Public","Four or more years"
"2019","443049","Faith International University","WA","Private not-for-profit","Four or more years"
"2019","235316","Gonzaga University","WA","Private not-for-profit","Four or more years"
"2019","235334","Grays Harbor College","WA","Public","Four or more years"
"2019","235343","Green River College","WA","Public","Four or more years"
"2019","235422","Heritage University","WA","Private not-for-profit","Four or more years"
"2019","235431","Highline College","WA","Public","Four or more years"
"2019","235699","Lake Washington Institute of Technology","WA","Public","Four or more years"
"2019","235750","Lower Columbia College","WA","Public","Four or more years"
"2019","236072","North Seattle College","WA","Public","Four or more years"
"2019","377546","Northwest College of Art & Design","WA","Private for-profit","Four or more years"
"2019","380377","Northwest Indian College","WA","Public","Four or more years"
"2019","236133","Northwest University","WA","Private not-for-profit","Four or more years"
"2019","487603","Northwest University-College of Adult and Professional Studies","WA","Private not-for-profit","Four or more years"
"2019","236188","Olympic College","WA","Public","Four or more years"
"2019","236230","Pacific Lutheran University","WA","Private not-for-profit","Four or more years"
"2019","455406","Pacific Northwest University of Health Sciences","WA","Private not-for-profit","Four or more years"
"2019","236258","Peninsula College","WA","Public","Four or more years"
"2019","235237","Pierce College-Fort Steilacoom","WA","Public","Four or more years"
"2019","236382","Renton Technical College","WA","Public","Four or more years"
"2019","236452","Saint Martin's University","WA","Private not-for-profit","Four or more years"
"2019","236513","Seattle Central College","WA","Public","Four or more years"
"2019","488448","Seattle Film Institute","WA","Private for-profit","Four or more years"
"2019","439914","Seattle Institute of East Asian Medicine","WA","Private for-profit","Four or more years"
"2019","236577","Seattle Pacific University","WA","Private not-for-profit","Four or more years"
"2019","236595","Seattle University","WA","Private not-for-profit","Four or more years"
"2019","236638","Skagit Valley College","WA","Public","Four or more years"
"2019","236504","South Seattle College","WA","Public","Four or more years"
"2019","236692","Spokane Community College","WA","Public","Four or more years"
"2019","236708","Spokane Falls Community College","WA","Public","Four or more years"
"2019","236753","Tacoma Community College","WA","Public","Four or more years"
"2019","235167","The Evergreen State College","WA","Public","Four or more years"
"2019","441131","The Seattle School of Theology & Psychology","WA","Private not-for-profit","Four or more years"
"2019","432223","University of Phoenix-Washington","WA","Private for-profit","Four or more years"
"2019","236328","University of Puget Sound","WA","Private not-for-profit","Four or more years"
"2019","377555","University of Washington-Bothell Campus","WA","Public","Four or more years"
"2019","236948","University of Washington-Seattle Campus","WA","Public","Four or more years"
"2019","377564","University of Washington-Tacoma Campus","WA","Public","Four or more years"
"2019","236887","Walla Walla Community College","WA","Public","Four or more years"
"2019","236896","Walla Walla University","WA","Private not-for-profit","Four or more years"
"2019","236939","Washington State University","WA","Public","Four or more years"
"2019","236975","Wenatchee Valley College","WA","Public","Four or more years"
"2019","237011","Western Washington University","WA","Public","Four or more years"
"2019","237039","Whatcom Community College","WA","Public","Four or more years"
"2019","237057","Whitman College","WA","Private not-for-profit","Four or more years"
"2019","237066","Whitworth University","WA","Private not-for-profit","Four or more years"
"2019","475200","Whitworth University-Adult Degree Programs","WA","Private not-for-profit","Four or more years"
"2019","237109","Yakima Valley College","WA","Public","Four or more years"
